Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Income_Strength_Score,Loan_Burden_Ratio,Credit_Reliability_Score,Financial_Stability_Index,ApplicantIncome_Log,LoanAmount_Log,Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
-0.7682495342374575,-0.5730233156794078,-0.8525496630747721,-1.5271888656539427,0.0,0.4402468599238423,-1.0739469164857587,-1.2010025613547965,0.5434288023859707,0.37850866615885337,-0.43282786389074707,-2.012666250959349,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.23390381674711117,-0.5482263906527668,-0.8525496630747721,-0.737226202427319,0.0,0.4402468599238423,-1.0505580870783509,0.6996258224657499,0.5434288023859707,0.38826732049002194,-0.3974543876219186,-0.5983665979655841,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.2360571677316798,-0.5380637164615205,0.19527911943902784,0.1901212717952393,0.0,-2.4651457237133414,-0.3853184309824079,0.8040374580185299,-2.409465641743196,0.6094508061112575,-0.38314469216631997,0.3752517724723911,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.23390381674711117,-0.8173340032369689,0.06659839176189453,-0.44528347906095805,0.0,-2.4651457237133414,-0.7292492503011749,0.45517295004723196,-2.409465641743196,-1.6828827123252024,-0.8217222688421694,-0.24310624846566847,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.7682495342374575,-0.830748733169414,0.5096277541931679,0.1901212717952393,0.0,0.4402468599238423,-0.46468708159443106,0.9815266554878619,0.5434288023859707,0.5874571716045672,-0.8455599517942363,0.3752517724723911,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.2360571677316798,-1.1335964240685539,0.2963854054710612,-0.7200531010528272,0.0,0.4402468599238423,-0.8837688937632298,0.26735212908826783,-0.0471500864398625,-2.142251752103241,-1.4826802598385997,-0.5758030651014024,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.7682495342374575,-0.6762760854624702,1.2406568404732634,-1.4241502574069917,0.0,0.4402468599238423,0.1384379783703633,-2.1288530674269626,0.5434288023859707,0.7352589605197049,-0.5876177858966584,-1.7679781768366207,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7682495342374575,-0.9270908845024289,0.4575426977524234,-1.3898040546580082,0.0,0.4402468599238423,-0.5881494269909116,-1.5555183016026413,0.42531302462080395,0.5513035337539068,-1.0261259944277457,-1.6921111701133114,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.7682495342374575,1.1290213578705228,-0.8525496630747721,0.9457377322728794,0.0,0.4402468599238423,0.5314469971013959,0.2965114952183359,-0.0471500864398625,-0.12397431287192212,1.1426589186050073,0.9378160245704882,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.7682495342374575,-0.03277555567275439,2.5942555425627276,1.9932969161168803,0.0,0.4402468599238423,1.5923796359587297,0.1440226505080659,0.5434288023859707,0.9793014903362471,0.21946843414396378,1.5365870062559357,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.23390381674711117,2.2388870062965314,-0.8525496630747721,0.22446747454422294,0.0,0.4402468599238423,1.5782888247993487,-1.2595155074251878,0.5434288023859707,0.9774060675866278,1.7380742193201069,0.40419857391096675,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.4343344869440248,2.2388870062965314,-0.8525496630747721,1.9211698903440149,0.0,0.4402468599238423,1.5782888247993487,0.09889722519069058,0.5434288023859707,0.9774060675866278,1.7380742193201069,1.478023918079334,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.23390381674711117,-0.7266829494510518,0.10336431395536119,-0.84026481067427,0.0,0.4402468599238423,-0.6207404187881191,-0.5124755171521503,0.5434288023859707,0.5413299437381922,-0.6680117488589281,-0.738835058269749,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.7682495342374575,-0.37139585972508116,2.0580858439080054,0.6366219075320266,0.0,0.4402468599238423,0.9374924125513115,-0.45380853352445577,0.5434288023859707,0.8830729388635675,-0.16261525951984315,0.7247536547570034,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.2360571677316798,-0.8457894909724586,0.5751936487715167,-0.2392062625670562,0.0,0.4402468599238423,-0.43784744129084835,0.2082971339161479,-0.0471500864398625,-0.29849259090630254,-0.8726465960031139,-0.022930128980434047,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.7682495342374575,0.543244817487086,0.5261724191802278,2.1650279298617985,0.0,0.4402468599238423,0.8416365543242303,1.1425294209929797,0.42531302462080395,0.8673843211909014,0.7326376090384727,1.620885640283678,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7682495342374575,-0.2022889611827427,2.666638451881115,0.7740067185279612,0.0,0.4402468599238423,1.4777839574482543,-0.7526290108623555,0.5434288023859707,0.9636847085914189,0.03776032552974863,0.8220037502830649,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.7682495342374575,1.085118605364339,-0.8525496630747721,-0.3250717694395153,0.0,0.4402468599238423,0.49003726634729683,-1.0609800616097815,-0.0471500864398625,-2.001288159043066,1.1148078729802846,-0.11200809395388098,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2.238210518716248,-0.1344022975852174,0.25716842179803007,0.3618522855401575,0.0,-2.4651457237133414,0.03414680461929906,0.29219929036598535,-2.409465641743196,0.7124945142646432,0.11262367068896574,0.5163209359461156,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.2360571677316798,-0.15269511112946074,1.1469037388799233,-0.10182145157112164,0.0,0.4402468599238423,0.5736235747213115,-0.8862844279927863,0.5434288023859707,-1.5257987201841972,0.09273869941894519,0.11249262918280196,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2.238210518716248,-0.26976911781261814,2.666638451881115,2.2508934367342577,0.0,0.4402468599238423,1.4141356675854724,0.5259849023862664,0.5434288023859707,0.9548061793332953,-0.039689253216690396,1.6618537733590395,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7682495342374575,0.012753224704029039,-0.8525496630747721,-0.737226202427319,0.0,0.4402468599238423,-0.5214337496648631,-0.49024422861604927,-0.0471500864398625,-2.095013899474107,0.26545786466853466,-0.5983665979655841,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.2360571677316798,-1.0644902395680789,0.13951747077893675,-0.6513606955548599,0.0,0.4402468599238423,-0.9167433089933457,0.5048628742708128,0.5434288023859707,0.4408628801531287,-1.3174154314999862,-0.48779432258839767,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.23390381674711117,2.1692726880864943,-0.8525496630747721,0.2759867786676984,0.0,0.4402468599238423,1.512627561913798,-1.1817764946988827,-0.0471500864398625,0.00029484972525194045,1.7057273659674552,0.44691690972280923,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.23390381674711117,-0.47302260163754417,-0.1889247674826988,-0.067475248822138,0.0,0.4402468599238423,-0.5643771741505954,0.7695162423178054,0.5434288023859707,-1.656997218780972,-0.2940230880445356,0.14508470928319223,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.7682495342374575,0.3676338074623499,0.4599937592319878,0.6194488061575348,0.0,0.4402468599238423,0.6345879005537352,-0.175291740200571,0.5434288023859707,0.8318087969329412,0.5903001438798505,0.7122894561510263,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.23390381674711117,0.5769848958020237,1.7517031589624499,2.2508934367342577,0.0,-0.1408316568035943,1.6403075650722703,0.3047751472975843,-0.16526586420502928,0.9856978164476171,0.7588076958878518,1.6618537733590395,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.2360571677316798,0.43999204770402356,-0.8525496630747721,0.08708266354828838,0.0,0.4402468599238423,-0.11845572167821408,0.15501429176323608,0.30719724685563715,-0.23265070082353112,0.6502419444339502,0.28605339890751985,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.7682495342374575,-0.4352174536461079,1.7615074048807076,-0.11899455294561347,0.0,-2.4651457237133414,0.6917179920570755,-1.0005965493383178,-2.409465641743196,0.8418679660782498,-0.2440746029355406,0.0960137119127256,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2.238210518716248,-0.6083894218649449,1.598511816489672,0.7053143130299939,0.0,-2.4651457237133414,0.426388976484515,0.16271437962336058,-2.409465641743196,0.7934294048142546,-0.4844427282293609,0.7739160396098412,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7682495342374575,-0.8795295692873962,-0.8525496630747721,-1.2352461422875818,0.0,0.4402468599238423,-1.3630481848986353,0.3973533865847537,0.5434288023859707,0.24001420940878404,-0.9348469141573053,-1.37978721908776,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.7682495342374575,-0.6783086203007195,-0.8525496630747721,-1.3554578519090246,0.0,0.4402468599238423,-1.1732535856090147,-0.5484576325876783,0.5434288023859707,0.33492958566779774,-0.5907946815742188,-1.6187735401205559,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.7682495342374575,-0.3323711908306954,-0.8525496630747721,-0.4796296818099417,0.0,0.4402468599238423,-0.8469602442040306,0.6860747525263547,0.5434288023859707,0.4663358685038445,-0.11446906640927879,-0.28204399360821053,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7682495342374575,-0.4392825233226065,-0.8525496630747721,-0.737226202427319,0.0,0.4402468599238423,-0.9478006070589199,0.39685408825899454,0.5434288023859707,0.4291164990801816,-0.24938300396352012,-0.5983665979655841,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.23390381674711117,0.2721046700646347,-0.15951202972792547,0.8083529212769448,0.0,-0.7219101735310313,0.1568423031499629,0.6744173870963499,-0.7558447530308628,-1.566639726059245,0.5081598951520339,0.8456590875492352,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.2360571677316798,0.5168218645898456,-0.8525496630747721,-0.10182145157112164,0.0,0.4402468599238423,-0.04598869285854076,-0.21573785383172167,0.5434288023859707,0.694307315025368,0.7118889825425353,0.11249262918280196,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7682495342374575,-0.2022889611827427,-0.8525496630747721,-0.39376417493748256,0.0,-2.4651457237133414,-0.7242647456733667,0.5439944411140897,-2.409465641743196,0.5083321372247118,0.03776032552974863,-0.18596212214877875,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.2360571677316798,-0.10716633075267733,-0.8525496630747721,-0.20486005981807257,0.0,-2.4651457237133414,-0.6345436623728188,0.686553874691754,-2.409465641743196,0.5370481080613831,0.14185087720376507,0.011715077884983334,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7682495342374575,0.543244817487086,-0.8525496630747721,0.0183902580503211,0.0,0.4402468599238423,-0.021066169719499664,-0.08653782923082662,0.5434288023859707,0.7000313403454015,0.7326376090384727,0.2245130177241069,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.7682495342374575,-1.1169296383949099,2.249881404683923,-1.2352461422875818,0.0,-0.1408316568035943,0.35430537109775,-2.0068908020778786,-0.28338164197019605,0.7794603361319945,-1.4414909203915938,-1.37978721908776,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.23390381674711117,-1.4892900207621744,0.9992272847361656,-0.4968027831844335,0.0,0.4402468599238423,-0.7794777200121654,0.4747648571611993,-0.0471500864398625,-0.38261276718787646,-2.679406950169572,-0.301774396436202,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.2360571677316798,-0.20188245421509285,0.03412182715766564,0.3275060827911739,0.0,0.4402468599238423,-0.1690676148221129,0.5861118070350586,0.5434288023859707,0.6650875731621186,0.03821747823652939,0.48882151326384127,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
